"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0085444",397.275101877406,0.0196160762634768,0.0861396945866721,0.227724005263792,0.81986080920589,0.901699667479325
"FBgn0085220",55.3372114972289,0.0970092145859412,0.222453399132502,0.436087805195365,0.662773024626478,0.798515095176013
"FBgn0015562",161.873370002823,0.279616135320328,0.137062657177166,2.04006066334245,0.0413442840264394,0.108749537817553
"FBgn0034172",64.0769095102901,0.350136136113575,0.205965332554082,1.69997606767943,0.0891354272339996,0.197539941135203
"FBgn0034175",15.7641948136464,-0.140055745482887,0.409307925557677,-0.342176969312437,0.732217716104156,0.843839103346557
"FBgn0034176",440.711000079229,0.0439362294379762,0.0833722357573375,0.526988739583002,0.598201408133442,0.749557300808806
"FBgn0034177",27.3055977814156,0.527905685227181,0.317681224156682,1.66174657198757,0.0965635989074997,0.210259329744306
"FBgn0026402",74.695678146162,-0.202098182356753,0.196536793425836,-1.02829693531667,0.303810172237664,0.483025795528663
"FBgn0034179",240.807437964747,0.0404461068359029,0.11247007617749,0.359616603905154,0.719133865076095,0.835386557367737
"FBgn0034180",663.717279354193,0.19404914045677,0.0700014101918729,2.77207473285015,0.00557002471407302,0.0210766953873102
"FBgn0034181",380.170464136382,0.0549753143146141,0.0877807793412826,0.626279633504685,0.531131542540807,0.698022911823257
"FBgn0024252",380.761847266763,0.22761821778629,0.0903494471600958,2.51930946940891,0.0117585259007179,0.0396590950179739
"FBgn0023172",1275.94939415722,-0.113302164312489,0.0528393775126625,-2.144275153229,0.0320108464577311,0.0886951943231948
"FBgn0034182",24.5307562421963,0.239141000819749,0.338021848267066,0.707472023023811,0.479273192732139,0.653636145147173
"FBgn0034184",283.576333969299,-0.0152152766958614,0.101426458883349,-0.150012894696054,0.880754441887211,0.936583268750707
"FBgn0026721",992.37168914444,-0.889713715275795,0.0613132205538655,-14.5109603970999,1.03264553225552e-47,1.27155420200616e-45
"FBgn0086350",77.0341473152209,0.560784629104361,0.195214568617075,2.87265767650966,0.00407034903583473,0.0162300141302631
"FBgn0034186",86.1423994011949,-0.194826771800856,0.181345025460233,-1.07434307230876,0.282668946965505,0.458404951093727
"FBgn0034187",21.7868019323155,0.317104903175526,0.356275855202963,0.890054429859912,0.37343666040751,0.557918338457754
"FBgn0050460",119.955640685893,-0.0679628815634164,0.151308364847587,-0.449168039267858,0.653310441365762,0.792021262500548
"FBgn0010591",421.684543670348,-0.654447318849118,0.0872838758565314,-7.49791771305886,6.48395811217965e-14,1.51466095450113e-12
"FBgn0034191",33.8982274415227,0.22300917431135,0.279968046063798,0.796552240324352,0.425711124305242,0.60683641317408
"FBgn0010226",45.8964632795394,0.111824333939793,0.242999883585949,0.460182664656464,0.64538511286627,0.786170832490518
"FBgn0050456",210.721906894161,-0.000469438906089095,0.114781056375999,-0.00408986396284166,0.996736769785602,0.997986748353828
"FBgn0034194",111.230336549831,0.302868977663868,0.157881221669571,1.9183343937998,0.0550686239961617,0.135802292373426
"FBgn0000079",25.0976080752511,-1.17146335345803,0.342754783694797,-3.41778848665507,0.000631321484042398,0.00320962252034151
"FBgn0034198",570.490006865741,0.177173452965114,0.0741009423331539,2.39097435722952,0.0168037264574847,0.0528938789920391
"FBgn0034199",40.6644736428833,0.273914385637743,0.257732166705835,1.06278695879811,0.287878574931349,0.464042122670568
"FBgn0034200",33.469446866063,0.405604951032676,0.28406523718404,1.42785845622459,0.15333260326096,0.295089102699569
"FBgn0053197",563.721622907251,0.342661675999644,0.0735276659663737,4.66030944265731,3.15734349983682e-06,2.73710754436254e-05
"FBgn0010620",9.55706302789944,0.964192269486377,0.540196500130946,1.78489173708577,0.0742788791966266,0.170824962761473
"FBgn0034210",66.06436257037,0.123342653762907,0.20250177974313,0.609094171514765,0.542462020678251,0.70626999645654
"FBgn0016697",258.248207670833,0.619296121397939,0.107044565991344,5.78540457110191,7.23380175953522e-09,9.38456603268274e-08
"FBgn0021818",437.853679402349,0.00394511758614473,0.083437264169654,0.0472824417891157,0.962288121852635,0.979361048073535
"FBgn0022029",306.399412481088,0.0555259405323354,0.101834810640006,0.545255008413811,0.585578143199281,0.740509174994391
"FBgn0034214",52.495050350459,-0.0156337312884443,0.227822232839087,-0.0686225005067285,0.945290108268341,0.972454643050646
"FBgn0034215",108.15401431761,-0.295384425892663,0.157883516084927,-1.87090098584942,0.0613588063554786,0.14721655487865
"FBgn0025716",243.924593508398,0.0670470300943298,0.107880402777125,0.621494065357218,0.534274598044284,0.700253464692716
"FBgn0034217",26.6138792161951,0.0307697766244154,0.320149390048163,0.096110683265042,0.923432666570269,0.961232557300283
"FBgn0027506",143.081998181625,-0.377007790772413,0.138867645558788,-2.71487133849915,0.00663015231948701,0.0245630069357844
"FBgn0034219",128.264918488591,0.144906643907961,0.157720411741268,0.918756439373699,0.358222981654994,0.542750774082072
"FBgn0028956",109.707864006768,0.253806540943181,0.159709691731831,1.58917432117613,0.112021042193298,0.235279812527988
"FBgn0034221",33.8338653352589,-0.37662750121702,0.279650318320939,-1.34678016273447,0.178051045481693,0.329145253288678
"FBgn0024196",279.693191777057,0.220017777033238,0.108900781131495,2.02035077018936,0.0433470160299541,0.112832702062922
"FBgn0028953",474.486216937669,-0.397684660973354,0.0795652729916715,-4.99821902219806,5.78622418484872e-07,5.62743222261391e-06
"FBgn0034223",194.298394351047,0.0937045759334428,0.12020968787341,0.779509352292143,0.435679730606145,0.615521397191927
"FBgn0022987",218.406346088748,-0.0843855689809564,0.112443532695409,-0.750470631419443,0.452971305309113,0.630036139132901
"FBgn0034225",12.0806636694791,-0.725650387534806,0.478652094436468,-1.51602885680285,0.129512055835106,0.261561864677002
"FBgn0034230",390.454852874895,0.267256804703559,0.0886762731949369,3.01384795587934,0.00257957047184426,0.0109786640175446
"FBgn0034231",24.4998267377027,0.224864619716365,0.33112210272635,0.679098791246203,0.497075268313316,0.670364177519258
"FBgn0034232",57.2552239732485,-0.115217902893128,0.22843686477387,-0.504375259252408,0.613997700426772,0.762511674119743
"FBgn0022085",1184.8409967364,-0.34394103650149,0.0534965487337044,-6.42921916726934,1.28261085119388e-10,2.01256324706772e-09
"FBgn0034237",2429.48477857008,-0.185498317100185,0.0431111352770148,-4.30279360328248,1.68657951223906e-05,0.00012776851049444
"FBgn0034238",13.0128843633553,-0.504007132803389,0.462916745085906,-1.08876409884429,0.276257927144651,0.451523614542607
"FBgn0034239",16.6397689079891,-1.01413135734924,0.4158924429691,-2.43844622448354,0.0147505531876503,0.0476914859404894
"FBgn0085223",11.3920990063795,-0.829211911843937,0.540086875489237,-1.53533060971496,0.124702638941006,0.254985835042615
"FBgn0028382",82.0646080530829,-0.119081071507721,0.183482926498059,-0.649003554611283,0.516336078629354,0.686778032083899
"FBgn0010409",6511.66288310001,-0.210387204626077,0.0382031629807502,-5.50706245794586,3.64870835724621e-08,4.27546229280544e-07
"FBgn0034240",662.087673939094,-0.114947190696641,0.0695502258298897,-1.6527220339699,0.098387447938133,0.213272998499212
"FBgn0034242",73.1314891761575,-0.0779145471477914,0.196058971544597,-0.397403630825782,0.691069838476309,0.81649412530987
"FBgn0034243",370.290804221507,0.0796147396179642,0.090553902208841,0.87919722591691,0.379294348306466,0.56372759194474
"FBgn0040294",218.610782797445,0.207488366865076,0.114669190970148,1.80945173773043,0.0703808515651446,0.163831107536295
"FBgn0034245",108.406535702482,1.0526602068234,0.163442188470227,6.44056602934656,1.19028758319498e-10,1.87580028024111e-09
"FBgn0250868",23.6744741091055,1.1730627337293,0.35422568941831,3.31162523998652,0.000927557111728619,0.00448052022387528
